Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
166	:	1471562418.770	 11465.335	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod149
165	:	1471562297.971	 11826.582	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod148
174	:	1471563609.220	 10516.035	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod157
171	:	1471563367.967	 10915.473	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod154
177	:	1471564091.509	 12144.744	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod160
180	:	1471565807.803	 11122.562	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod163
168	:	1471563066.822	 14074.868	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod151
182	:	1471570054.341	  7932.380	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod165
164	:	1471561907.172	 16139.841	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod147
181	:	1471569813.302	  9015.177	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod164
186	:	1471572923.047	  8385.565	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod176
184	:	1471572779.108	 10789.246	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod167
190	:	1471574124.560	  9732.072	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod172
189	:	1471573884.112	 10454.272	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod171
191	:	1471574125.261	 10724.521	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod173
192	:	1471574283.450	 11005.674	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod174
188	:	1471573829.059	 11652.269	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod170
185	:	1471572809.615	 13590.280	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod168
193	:	1471576236.263	 10167.211	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod175
187	:	1471573472.474	 13167.860	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod169
179	:	1471565474.521	 21454.364	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod162
183	:	1471571687.999	 15569.324	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod166
194	:	1471576930.374	 11369.399	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod177
198	:	1471578828.485	 10102.276	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod181
195	:	1471577141.699	 12004.054	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod178
196	:	1471577986.731	 14181.552	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod179
199	:	1471581308.623	 10883.430	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod182
202	:	1471584338.392	  8500.157	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod185
203	:	1471584849.788	  9249.969	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod186
200	:	1471583568.361	 10858.509	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod183
206	:	1471586399.903	  8688.808	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod190
204	:	1471585289.131	 10493.947	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod187
201	:	1471583856.638	 12016.059	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod184
205	:	1471585481.338	 12108.532	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod189
210	:	1471587257.333	 10603.569	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod194
207	:	1471586403.481	 12148.753	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod191
211	:	1471588299.781	 10314.334	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod195
209	:	1471586928.892	 13913.332	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod193
208	:	1471586640.344	 14229.354	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod192
216	:	1471592838.555	  8704.439	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod200
217	:	1471594099.766	 10026.124	0	1847	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als021
218	:	1471594426.879	 11714.341	0	1847	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als025
214	:	1471592168.292	 14213.674	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod198
219	:	1471595088.721	 11383.676	0	1847	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als051
221	:	1471595872.704	 11379.634	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als062p1
224	:	1471598552.242	 12763.281	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als078x1
213	:	1471589145.762	 22889.595	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod197
220	:	1471595783.088	 16853.323	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als057n1
228	:	1471601543.005	 11708.915	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod047
223	:	1471597860.913	 15409.013	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als075v2
225	:	1471598614.121	 14687.017	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod019
233	:	1471607252.346	  7343.138	0	1907	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/buckley19018
226	:	1471600842.234	 14355.490	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod020
232	:	1471606472.406	  9807.782	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod144
229	:	1471604125.898	 13367.078	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod073
231	:	1471606381.976	 12365.277	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod117
230	:	1471606141.228	 14352.587	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod116
234	:	1471611315.533	 11416.128	0	1857	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/cent002
236	:	1471612636.419	 10758.243	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1043
237	:	1471613251.929	 11105.592	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1072
235	:	1471612035.363	 12653.830	0	1887	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/cent008new
212	:	1471588930.768	 35906.670	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod196
238	:	1471613269.934	 12231.364	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1119
242	:	1471616280.198	  9914.006	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als083z2
249	:	1471624689.200	  1549.757	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1318
241	:	1471615197.731	 11085.430	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als081y2
243	:	1471617492.985	 10479.430	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als084aa1
240	:	1471614595.493	 13586.217	0	1897	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/na18507chgv
245	:	1471620493.824	 10672.098	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als090u3
244	:	1471618747.260	 14881.039	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als086ab1
246	:	1471622731.671	 11218.829	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als091ad1
227	:	1471600869.706	 33084.786	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod036
252	:	1471626194.214	  8088.226	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1366
251	:	1471625501.309	  9140.835	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1353
247	:	1471623394.667	 11375.305	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als094ae2
248	:	1471624357.529	 11249.072	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/als096af2
255	:	1471627972.424	  7905.575	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1374
250	:	1471624837.446	 11822.076	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1349
253	:	1471626238.963	 10609.169	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1367
254	:	1471626283.168	 10744.138	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1373
239	:	1471613301.150	 24055.771	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1210
258	:	1471633628.307	  8259.796	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1385
257	:	1471631165.931	 10776.094	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1384
256	:	1471628181.721	 13839.055	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1381
259	:	1471633950.507	 16445.614	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1388
261	:	1471634282.450	 16173.565	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1391
263	:	1471634769.979	 15723.633	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1445
260	:	1471633954.502	 16561.777	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1389
262	:	1471634642.149	 16091.933	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1392
265	:	1471635878.004	 14879.982	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1448
267	:	1471636848.141	 13909.881	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1456
264	:	1471635606.607	 15212.148	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1446
268	:	1471637027.314	 13851.867	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1457
266	:	1471636659.528	 14340.291	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1452
269	:	1471637356.933	 18112.667	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1458
272	:	1471642020.783	 14765.622	0	1917	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/pvhnd36675nr3
274	:	1471650456.020	 12595.615	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod124
277	:	1471650734.087	 12382.548	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1468
271	:	1471641942.031	 21624.701	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1462
273	:	1471650396.132	 13592.000	0	1877	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/b57mod050
270	:	1471641888.111	 22671.165	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1460
281	:	1471650879.186	 14039.980	0	1897	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/memcent3004
280	:	1471650818.764	 14160.383	0	1897	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/memcent3003
275	:	1471650493.619	 14672.059	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1464
279	:	1471650758.028	 14553.920	0	1897	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/memcent3001
278	:	1471650757.993	 18470.611	0	1867	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/hemo1471
282	:	1471650999.825	 18866.470	0	1897	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/memcent3005
286	:	1471663116.643	  8726.627	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup120003
285	:	1471663051.645	  8852.269	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup110003
289	:	1471664559.284	  8233.154	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup240002
283	:	1471655469.611	 17656.082	0	1897	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/memcent3007
287	:	1471663566.738	 10099.890	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup190002
292	:	1471665165.684	  8862.138	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup350003
290	:	1471664919.175	  9590.305	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup240003
293	:	1471665311.956	  9226.684	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup410002
288	:	1471663988.141	 10562.529	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup190003
291	:	1471664979.152	 10703.121	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup350002
294	:	1471669228.613	  6816.127	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup490002
295	:	1471669866.303	  9037.713	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup510002
297	:	1471671903.920	  7993.822	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup550002
298	:	1471672792.446	  7297.419	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup630002
300	:	1471673666.637	  6905.806	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup630003
299	:	1471673125.699	  9281.602	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup640002
296	:	1471671843.278	 64870.661	0	1927	0	0	./luigi_test_wrapper.py /nfs/fastq16/ALIGNMENT/BUILD37/DRAGEN/GENOME/schizsup510003
